Day,COUNTERS_CREATED_AGENTS_WITH_RATE,COUNTERS_KILLED_AGENTS_WITH_RATE,AGENTS_IN_QUARANTINE,SWABS,NUM_INFECTED_OUTSIDE
0,0,0,0
1,0,0,0,0,0
2,25,0,0,0,0
3,45,0,0,0,0
4,67,0,0,0,0
5,82,0,0,0,0
6,106,0,0,0,1
7,130,0,0,0,1
8,141,0,0,0,1
9,150,0,0,0,1
10,167,0,0,0,1
11,177,0,0,0,1
12,191,0,0,0,1
13,194,0,0,0,1
14,224,0,0,0,1
15,241,0,0,0,2
16,251,0,0,0,2
17,264,0,0,0,4
18,286,1,0,0,4
19,306,1,0,0,4
20,329,2,0,0,5
21,353,5,0,0,5
22,376,11,0,0,5
23,402,24,0,0,5
24,403,38,0,0,5
25,421,54,0,0,5
26,424,81,0,0,5
27,425,98,0,0,5
28,426,113,0,0,5
29,449,130,0,0,5
30,475,147,0,0,5
31,489,159,0,0,5
32,508,169,0,0,5
33,514,182,0,0,5
34,546,198,0,0,6
35,570,213,0,0,6
36,574,228,0,0,6
37,604,239,0,0,7
38,631,262,0,0,9
39,656,287,0,0,9
40,674,310,0,0,9
41,693,333,0,0,9
42,708,357,0,0,9
43,724,367,0,0,10
44,757,391,0,0,11
45,783,401,0,0,11
46,831,411,0,0,14
47,852,420,0,0,14
48,871,427,0,0,14
49,884,441,0,0,14
50,910,454,0,0,15
51,923,470,0,0,16
52,941,482,0,0,16
53,953,496,0,0,16
54,966,516,0,0,16
55,982,535,0,0,16
56,1025,560,0,0,17
57,1051,575,0,0,18
58,1069,601,0,0,19
59,1099,621,0,0,19
60,1112,639,0,0,20
61,1134,664,0,0,20
62,1148,686,0,0,20
63,1169,710,0,0,20
64,1190,729,0,0,20
65,1207,749,0,0,20
66,1210,775,0,0,21
67,1236,804,0,0,21
68,1251,835,0,0,21
69,1271,863,0,0,21
70,1295,882,0,0,21
71,1313,899,0,0,21
72,1337,912,0,0,21
73,1361,937,0,0,22
74,1382,955,0,0,22
75,1409,971,0,0,23
76,1439,991,0,0,24
77,1460,1021,0,0,24
78,1482,1040,0,0,25
79,1511,1064,0,0,25
80,1527,1081,0,0,26
81,1555,1104,0,0,26
82,1565,1125,0,0,26
83,1581,1137,0,0,26
84,1600,1159,0,0,26
85,1624,1184,0,0,26
86,1645,1203,0,0,27
87,1658,1215,0,0,27
88,1681,1236,0,0,27
89,1689,1254,0,0,27
90,1713,1270,0,0,28
91,1728,1288,0,0,28
92,1737,1311,0,0,28
93,1749,1331,0,0,29
94,1767,1357,0,0,29
95,1785,1382,0,0,29
96,1804,1399,0,0,29
97,1827,1429,0,0,30
98,1859,1451,0,0,30
99,1883,1483,0,0,30
100,1900,1483,0,0,30
